pathway	description	UniqueID622	UniqueID628	UniqueID632	UniqueID634	UniqueID638	UniqueID640	UniqueID642	UniqueID644	UniqueID648	UniqueID650	UniqueID652	UniqueID653	UniqueID654	UniqueID655	UniqueID660	UniqueID663	UniqueID666	UniqueID667	UniqueID671	UniqueID672	UniqueID676	UniqueID686	UniqueID688	UniqueID690	UniqueID692	UniqueID696	UniqueID697	UniqueID698	UniqueID699	UniqueID700	UniqueID701	UniqueID703	UniqueID705	UniqueID706	UniqueID712	UniqueID748	UniqueID762	UniqueID767	UniqueID779	UniqueID784	UniqueID801	UniqueID802	UniqueID803	UniqueID804	UniqueID807	UniqueID811	UniqueID814	UniqueID815	UniqueID816	UniqueID817	UniqueID823	UniqueID824	UniqueID825	UniqueID830	UniqueID1000	UniqueID1001	UniqueID583
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	127036.17300880692	128987.77060745742	116738.0680087888	90976.48827558028	189931.6751450125	130357.84122745802	200201.13067846184	127255.61345851715	96737.63876234084	127320.7857209702	114134.10207757856	129011.66400604956	120467.38767087724	108545.6081546077	138815.0061598658	151310.87052649126	151593.85212794945	148242.072644272	105228.60976690995	93879.659223045	135821.0373342816	91170.18493036708	198057.2184926709	232591.8746578013	125924.70965228336	163733.55986722012	140320.9576771514	159197.59505110193	153302.4745312445	124361.85811708897	138085.65876305604	128881.27652715496	97162.49695846783	119455.07972070048	146499.13065778778	119378.21876650526	107249.06023447728	123634.6362152612	95079.3305136318	115698.38882183471	93902.10373827444	139684.1220552766	134870.03571947542	127266.95015398382	133125.63633592473	138518.67036794164	134451.56961600538	122442.04426301776	99081.8134041902	84966.48510898426	124765.38338327222	115891.71372502833	114759.34201443596	118689.17165392567	140507.97425883685	158830.23305232954	164193.25194045188
ARO-PWY	chorismate biosynthesis I	164523.93830253312	162522.0073208424	164782.0436967443	131998.69242525322	206013.91665449212	158740.71540698985	221723.42922896464	155159.1651057118	136573.2728967577	164395.42550986074	145616.0447947263	171346.36373716773	153117.76866465033	138130.09518894178	171755.35835510556	188401.7476173672	178206.38808701694	172266.7308689083	154568.81195782195	136637.0231670832	172104.44569481516	131059.58050609	218371.0240764428	245241.04916635773	162897.0829982385	189724.3325122258	158909.58024816815	200271.0296332539	182805.82494202745	164397.45158336838	180968.8191818848	172941.11052646866	151494.42240733132	147584.9584484432	180090.59884417753	166932.47416324203	147670.97661896647	161653.76228787596	114395.8561128303	160297.98912338508	161671.9910289098	165368.22984422918	170195.9652979931	162771.9093966518	162944.7994580643	167373.7230342639	181973.49147952	152594.14142754526	161799.06570999871	142523.52877603026	160888.20323156758	149925.6370319502	166503.58334016814	158313.1851200434	160291.3990006932	200665.23947541448	199598.110685598
ASPASN-PWY	superpathway of L-aspartate and L-asparagine biosynthesis	149013.69576321644	130224.12962328774	119470.17218507887	108981.67897554478	183105.96940393464	125801.8338410352	202205.7011855547	123184.02389622026	124006.27909368702	136368.34174774305	109097.09247216934	144368.7263505556	112797.23866229868	100809.1919074039	138829.54221453136	154659.6006909529	153849.56414682986	161056.08970280638	136084.03327675437	123897.12041607132	143220.27034158033	115173.42484015504	198298.23271396224	210585.0940681483	108133.44193278256	166001.31433446784	127545.30220309096	167732.02263750185	166836.66534559568	135888.2011975938	144462.31466038057	140712.9002224337	133539.20871936844	134239.39470837862	148228.1927227657	133176.49291141485	101561.45856245614	126923.6047213408	83494.56029966935	121052.30515400851	125778.10407441204	115172.39148910256	141681.71939970364	117329.62985253124	125179.86523972957	128172.09582314512	140399.93040982366	108175.56510010004	141819.02915436687	122210.8440523895	116722.16115400074	109196.17827907564	141316.34775914898	102593.43498932823	138784.20890995234	155807.44275001413	153294.57666312068
AST-PWY	L-arginine degradation II (AST pathway)	18.09243986254296	5517.047988906032	226.55751469353487	71.6087231352718	1217.3512807860636	463.0	1880.3075698584196	140.0	188.3	324.9482213373943	52.92857142857142	740.6443144845797	51.1	224.91613637157795	10.455974842767295	3.0000000000000004	27.096774193548384	10.040650406504064	188.54147204232223	270.2202937249666	698.3888414460575	1487.651033388261	130.92383120844204	20.544747081712064	17508.38499140473	85.30569698859635	119.96747967479676	64.73042092886304	1703.6640287169237	35.5	394.44904343707503	6.666666666666668	91.64944839674196	285.791320166993	363.8379143088116	312.89796243234633	107.0	0.0	0.0	275.50000000000006	183.78820960698687	633.4042267083915	168.63540068831662	208.50000000000003	160.89605181986428	271.0966896984292	314.29191664035363	3.0000000000000004	662.292522739777	941.5	41.74757281553398	379.0076079480424	6517.43	252.0	88.9243888169221	195.6688789879424	0.0
BIOTIN-BIOSYNTHESIS-PWY	biotin biosynthesis I	69421.01311647391	46872.06080957979	25335.78684681481	18604.736541541588	147664.13884437626	65803.17491008564	163537.92154767906	68067.56036347385	45487.01190482596	16933.650505200156	10731.86810260741	42915.11422651341	43893.26420771495	15902.689522154316	65863.47208060627	91566.09838778096	92173.89152808588	123242.1504639478	39155.78159849632	63446.42754558572	57352.62333720436	41200.79119894968	158247.83042660993	153836.48304789476	79521.72883471446	119044.31040616524	103927.15689017408	76078.0156907991	113770.06629947592	53818.33212262913	68898.43388012065	52273.373537015344	11324.350891727274	86834.13357484622	49515.8074458682	47829.48085361713	9916.42231741667	28299.85242933901	7011.586668237217	15371.83649877372	24169.195480400245	26978.075462136265	29013.94502765156	28396.43233706745	53155.58612012395	20458.925960646706	32142.53631981377	14162.65827893334	24976.312723327384	19871.94788228452	12009.11042970701	21815.34427898028	39276.76577468032	16027.74680059711	94907.3487175948	34311.66832107519	38661.91665438214
BRANCHED-CHAIN-AA-SYN-PWY	superpathway of branched amino acid biosynthesis	172415.74251529615	143075.03473444344	155592.429060682	126912.31326212305	221377.1963057496	156396.65819992626	236045.6225938135	149182.2732028697	138109.78464782907	169411.68034154354	143927.59168514097	173190.61542397254	159245.1901029796	136999.40467309172	171567.30036300188	186116.5064422847	186907.8477684498	182302.09308691067	145047.7474425806	127503.4519416106	172954.71385489218	128972.45815258176	228179.4377747437	270220.21727479465	175372.18553569907	195451.9167537174	163089.44978485987	199097.32764318705	186896.71919163456	164923.4275601612	181780.26406528236	168049.99341451956	147575.25131791996	151552.54902917927	187999.89977936263	155063.53001515058	143004.46792093568	160214.89003332987	122142.44981791076	146789.56783078474	145525.49110195055	167357.74604247845	175704.79760482267	158697.3085683248	162715.34959268844	171311.39615922116	176015.4866066679	151317.17203041058	161653.49294798583	140004.7736465152	163686.66454161564	145014.05963076637	156606.22558213945	148869.4084674896	171630.6214891586	198851.33267056695	199149.7542464005
CALVIN-PWY	Calvin-Benson-Bassham cycle	186074.6835966316	174449.76902051605	176009.0471420739	148024.9913589792	218908.3493817825	171933.2484670867	250097.44184348677	167036.6023146512	157216.4176924022	172151.3074116964	153150.30621065694	186644.45841462145	161861.65210094885	140752.00238642067	186919.2784585941	210452.30729049293	197143.71962968732	196366.77110852988	175741.75249028046	161413.30474288535	186328.1132758548	152995.7166174268	243139.0424671973	263083.25253894017	175795.34319486935	210118.3901510208	167762.08091239727	215729.2495634124	209741.3030702277	182173.14014557432	202806.39200240423	199357.0401643376	170904.67495124348	170571.19224182077	190008.16041609933	185556.19251289847	157487.4173459291	175706.5566161744	115433.26109457389	171192.55210879838	166204.0384923688	165496.411081093	176310.23063469172	171464.78027113492	174410.4458898263	175055.91740906835	184022.8895571241	154012.4390564276	190751.5345013652	170696.96453994882	162456.87214692243	156127.5072092061	177614.5557732573	160665.4922425119	179390.7119069211	204940.3717080798	203913.76070406297
CATECHOL-ORTHO-CLEAVAGE-PWY	catechol degradation to &beta;-ketoadipate	0.0	234.7253842958039	2.655172413793103	0.0	0.0	0.0	9.229305008441193	0.0	173.25622775800713	233.04741240016617	0.0	112.36239181341728	25.692160889844036	9.10091743119266	0.0	0.0	0.0	6.895630724756084	113.63884087759456	2.977803994569567	60.41275797373359	1.3351370668713949	9.581398749680108	21.09651184384946	9255.827605959248	3.794353640416048	7.493694106856225	7.26388325901905	477.33121480120224	0.0	470.7952567311392	0.0	90.27893050375584	133.34269565217394	20.84186491691364	100.7598566308244	3.157190635451505	0.0	0.0	125.85056255409174	0.0	330.84766522071965	175.75012492271105	0.0	0.0	138.547098768146	403.70256353052855	0.0	124.69927360774815	22.842105263157897	0.0	450.21620933417984	0.0	0.0	73.51157740029959	155.04048582995952	32.18948056190788
CENTFERM-PWY	pyruvate fermentation to butanoate	8359.013687059938	23712.82500390436	11390.649144095774	7704.111971712751	21685.33089120133	14900.377286404631	17419.584164200736	10065.720947910406	10752.199217562762	8292.010613992483	9663.343898247973	17444.471413375995	15349.84168068109	5770.525889823639	14436.322732553415	11779.418207989673	11639.46788204925	11818.04654985342	14536.026538481829	13766.200647605066	16331.649957487862	12789.756762125551	11995.976361659665	12145.13115589571	31370.30392867352	12458.42613210087	12598.561491063832	17499.038355058354	14618.47314538594	3318.650232950305	26185.642768958824	7434.107570972165	6449.945497029403	4870.255322160225	9450.866942152634	9860.925558250969	3244.561802313813	12501.331267377043	4409.757366344171	9906.450300269127	3858.297912656295	10448.712408594523	10992.309825834602	7259.478406900586	8334.03013091389	11356.17320380226	7214.621118159055	6778.07246167712	7756.823874987322	6737.777495921294	3087.603530673815	14668.312867044162	31090.569960340217	6306.768713007643	11641.312323685	12441.673843572557	13269.469775858832
CHLOROPHYLL-SYN	chlorophyllide a biosynthesis I (aerobic, light-dependent)	0.0	9.329412953811904	6.99594121741694	23.2728703277764	0.0	27.942070979763844	20.97663488491613	0.0	20.96074711897125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.61164255935904	92.72638910690772	53.37368511612355	11.651589161847914	0.0	4.664874068731473	0.0	0.0	692.3045616974595	0.0	0.0	6.9965532031426685	0.0	229.6088441017037	114.48541374045996	0.0	6.294803523450335	0.0	0.0	0.0	18.414053169957757	190.89635216011453	0.0	0.0	460.94580577175407	20.910515447070495	0.0	147.10287787029029	0.0	9.31821757066653	0.0	117.1399512980819	6.992634184203261	20.92981314605485	73.70325246111179	60.04642367056402	0.0	0.0	4.665103692819599	373.2074067579201	0.0
COA-PWY	coenzyme A biosynthesis I	158326.26847740338	146571.0301422428	144357.05376957153	123198.50173831172	190208.4041374923	144830.97065971067	214953.26147941092	141013.75115110035	130856.54447834913	141077.16064451597	128476.41394749886	156649.2553654445	134825.4478820308	120574.12788604338	159878.54385356806	182422.55326418867	166063.13107495487	167539.5239132343	147628.0527632167	135390.86631977087	156620.79302642375	124842.84477777852	206449.1385332356	214219.0740191433	151739.8503428275	180309.08414986747	146319.29811743158	182051.7541471752	173542.54733470292	152372.46381053262	167488.29754271545	160311.1760196985	142397.30605413642	145004.5498686398	154323.71650464932	152209.00607354537	127138.1495453475	145124.72472216905	104408.00032081956	144639.3740423045	148990.20860184517	137467.63702287385	147063.35305474035	144662.7774113198	147708.44014131514	155462.247212935	160284.59218888546	125681.32643653218	155651.81020113104	138957.05547999646	140892.17691141667	130789.81538701168	153315.3613786866	129512.48931438752	151986.7868611506	171610.6920071865	160173.3733908919
COBALSYN-PWY	adenosylcobalamin salvage from cobinamide I	123554.07903703328	104039.0237708638	129002.51914505566	121957.73881893491	104721.95535835256	103168.87397563847	113405.72030853036	93505.90014914704	100783.14433270208	114798.05353326544	111552.95499970156	130436.91003700571	107035.63103109787	91763.63820188094	117213.24688528288	118761.7912308037	107127.52530548816	93107.3284723691	115095.9977408621	97039.37638049774	121556.35919671194	91894.7019660725	101982.07265262584	97566.70832541228	110296.6029881998	105521.48120270048	82541.02346791993	138692.71916820854	104051.13334457214	109211.52620902272	122759.5810795207	119910.196750257	120331.76771688215	91507.62661388885	105915.01416725144	122037.11204024468	99448.80597334116	129878.89659009413	77765.62568495134	139378.67631508005	116393.3250491908	111974.03038506708	131820.6997237587	122863.5099085658	110979.88604736516	121501.31543483786	133737.08705383388	101738.5798236651	152120.85012028174	142249.72344183316	121512.53407793358	116955.25253014309	144705.8526227294	110248.44448507058	95548.9669151126	126123.24722758084	113631.75803837726
CODH-PWY	reductive acetyl coenzyme A pathway	411.3305315235157	157.9028168249754	1391.3632448531805	79.97285606146201	1397.125532108235	573.4351189550982	232.4521326355163	1540.3416452274685	191.8406035342396	142.93240918341343	907.6644092347586	324.63050955295034	931.5967180250908	479.0452993048834	425.26307172994274	819.4796022742828	169.8794796154991	437.0644373847396	105.9570806138832	1450.6129101327267	510.0411379334252	37.99298814549851	728.4380562240738	484.21965338245633	419.153036833487	281.6480826914514	1046.7531021556692	1123.9945016479353	359.4322516295824	108.95213380264045	1190.840745878991	787.7378585055686	56.987761153774	25.676661396147555	390.9835915797991	183.88096032557016	272.7232932033172	336.5810106774044	202.7571856753867	624.6182265771887	132.9393316057126	1801.830219267954	354.5904915135154	92.96838917461716	140.92063756287502	1462.5778387366038	648.6413801956515	261.73980482101746	530.3663009627633	859.1656757799861	855.0543130291958	205.83188601970383	387.47288113053526	527.0235792525441	63.97956428827445	1055.730378190428	1167.8903709575811
COLANSYN-PWY	colanic acid building blocks biosynthesis	74526.20668120611	56900.74679188115	69369.39522277235	50788.80773419336	91819.1021490071	70376.64190607076	88662.19561000737	66407.80834300688	75575.79763104388	71233.17875949071	46416.95051064464	78651.42676079423	68972.80684766313	42395.56129208175	64386.15530182388	86241.85987253336	71301.58175275523	82510.39543575853	78164.13903832708	75965.61295645939	72537.57237836604	68747.75493585425	85690.7054553309	99602.7332282835	71250.48913145077	76826.34951032184	50961.79942699579	92985.73883800648	84950.25920079416	66258.7477675697	96777.7169262737	77853.46896465123	73361.90891624166	66425.06213552771	81411.11050478046	71876.57316065715	48055.49811156706	59222.901124629454	36571.19166570553	50576.76979645935	67795.88587067413	54884.013482611575	65703.2561448969	50602.68344006967	54864.68442935476	42712.567047037686	40925.742233295605	49651.272915533584	79506.77339012505	72193.44588222128	23018.40642060857	42500.13176342224	67680.20786068868	50710.5475381574	59586.08014281579	75679.35573497522	89961.93789921666
COMPLETE-ARO-PWY	superpathway of aromatic amino acid biosynthesis	172661.44551529695	169278.2021556389	172911.85064040578	137990.20652915371	215744.02573690447	165405.06460155005	233342.12768595232	161586.69310646734	142195.17152671752	171236.5397490509	152348.63372858072	178531.65575346618	159370.25917772442	143393.86970434277	179724.35135282195	196727.500196437	186498.89507244035	180720.42114584727	161274.46594068586	142431.39887168052	179567.85643350304	136546.53366439	229261.27043029715	256995.10950436827	168674.58050341113	198760.09629127168	166064.48853851043	208530.1286048968	191579.7055859977	170988.2860851971	188473.3896571267	180089.3103069049	157712.02374061657	155091.7398399575	187082.70675310917	173622.43575480604	154152.11489956273	168527.2239958614	119234.01630385712	167687.08322419613	166677.9201955248	171326.7215283495	177404.77399166452	169646.0188824679	170047.10228243994	175447.42577053793	191151.7550038868	157710.0500797824	168807.84957520658	148877.92025516712	167879.86258627262	156348.8834171504	174354.54362560666	165646.76893598947	168125.84393007678	207914.62915137492	207094.64158194844
CRNFORCAT-PWY	creatinine degradation I	421.7026500636084	38.87530243866786	0.0	0.0	469.5740633856093	0.0	0.0	0.0	0.0	234.86210368382663	989.1252249299448	8.994380046906086	0.0	14.26019691584966	0.0	0.0	0.0	530.2339598744248	41.818426920250005	486.92335215511474	17.9782800063255	503.16152656447946	312.7419675579916	521.3495685966283	2858.2368305642262	0.0	0.0	0.0	336.17703634279	5.995107481568788	38.90422216732931	5.984260739691401	0.0	35.33931968777926	5.993917791258759	0.0	0.0	0.0	0.0	356.9392804385664	0.0	5.995244564563477	348.31633214073446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	296.6784854490813	0.0	348.75611055603184	59.29504876992137	0.0	686.4814104083105
DAPLYSINESYN-PWY	L-lysine biosynthesis I	137745.3891748923	127899.81848009664	123381.72731126516	104393.54681267725	183166.06589754176	131588.73388410368	203153.34288629025	129894.96040278018	108215.17175273248	137158.66118976765	122820.01191547136	140901.81743200924	119800.46608450034	116911.33649937696	145959.15701583104	158647.4257474314	157743.24550091854	151572.18014048322	119580.77670435495	110531.46062893375	145285.34865339682	107622.83186557384	198053.4599870111	221028.101014767	140803.93013163962	167809.84223757635	143900.79506789352	168867.30391910166	156876.65697902394	144777.6983623214	140551.26783718623	141224.8449505841	121855.70245361244	126999.13985604144	150810.8176857221	128893.74333726575	110384.45469653376	137461.93325823444	96348.1158373658	128621.99105457409	103249.03423097752	140525.32514960345	143113.87310077535	136862.9832298222	141141.5675626767	145599.8890387741	152471.69769034383	129555.82680865676	123556.43643442642	106224.63414322304	141366.97397354312	127122.49261342328	134710.64167416267	118658.2999977224	144859.55216789708	165948.1133697692	163644.74157727795
DENITRIFICATION-PWY	nitrate reduction I (denitrification)	0.0	208.3973927171168	0.0	0.0	11.59550561797753	0.0	42.29854516417407	0.0	9.68446152897404	158.8560268083261	34.818722640026934	213.38887647088723	7.965848452508005	0.0	9.81751824817518	3.9926605504587154	120.1066182269468	0.0	115.50099540819524	606.8355989247706	56.50930582079747	0.0	94.09302342644132	126.63779062483222	7012.712536488043	67.45169671355787	39.84141142412194	29.55096695571511	13.61963190184049	0.0	795.6662099813378	9.30824008138352	14.060606060606055	94.91760624457936	25.59973404255319	335.2827178063938	0.0	0.0	0.0	9.23076923076923	0.0	16.08309886297938	117.55538650715908	3.972119981902444	34.00639137705739	71.09829862874557	0.0	31.18427683520914	8.557377049180328	0.0	0.0	319.31233862247035	29.329460925228936	0.0	105.18706264532808	137.59496381867152	56.73337426108309
